product_id,description,sales_history,demand_target,image_path
P55898,Casual Red Wool Sweater,"[372.9920246682198, 392.24521208484975, 416.81146694575193, 429.32028280969837, 413.1776642170301, 409.913979665354, 403.7363680717683, 376.24555352699883, 367.69030429492835, 343.16518301331956, 331.8604891808295, 344.3532949192983, 338.5406871602812, 353.97803060246423, 379.7679498619338, 376.7407425808265, 404.03379024946724, 421.4933096321947, 420.88429899601294, 437.00543623259654, 409.9776063330606, 401.5859029920474, 363.61330832385414, 341.91982347169807, 350.6371144743093, 341.30392110094067, 340.46300381780503, 331.9805088058602, 354.8762850150421, 383.3776905263919]",340.61,public/images/learning_set\blue_denim_jeans.png
P70659,Slim Fit Yellow Wool Jacket,"[175.7879672170004, 156.86776571631074, 194.951841297263, 181.23287348195777, 173.97261973039812, 174.02426778119369, 176.6866789169499, 157.1796498787422, 166.2399722154668, 154.73193569978343, 162.78960626225347, 166.8192543507193, 154.42004255989553, 147.93852423973055, 162.38097438064375, 168.08971953496402, 161.63057097353152, 197.02934278700786, 181.05937415554047, 195.31468474983623, 181.065077457994, 176.5941126690777, 156.64172867157174, 149.67858639856487, 144.7404813758946, 132.87070853413925, 144.3197909759015, 155.44789952027773, 157.95275730099434, 175.2517022185485]",149.51,public/images/learning_set\floral_summer_dress.png
P77764,Vintage White Silk Sweater,"[265.9109832539571, 292.64681177838247, 284.645696671144, 301.9407279916676, 306.3796457001016, 275.03064474914703, 280.17510633766886, 282.9795248875164, 263.24745502314886, 275.9391622536567, 250.5589838800162, 241.60531932455422, 249.34747780103933, 251.52534294890825, 268.3745840972954, 273.0446956594338, 289.30878697245436, 296.91611180038103, 302.21600479612664, 294.93996392726245, 290.6097354947378, 272.45234620175745, 277.6855814027805, 267.6219919495805, 262.00575588547406, 256.2766477774908, 250.39309088024942, 255.02696978319483, 259.89396757628134, 271.58588064441835]",301.04,public/images/learning_set\floral_summer_dress.png
P72340,Oversized Blue Wool Shorts,"[110.11699550529845, 113.37629441135749, 111.68013316216373, 108.28930163244205, 105.37764252054343, 117.40285190695134, 112.94326190383657, 112.15657640197422, 100.27738911713192, 98.5560293227997, 73.55727509728314, 88.00748541492959, 73.527576539477, 93.30588782206112, 83.16297424633323, 132.48279474721778, 126.67236824918871, 130.26008841072112, 105.37738711813472, 118.37605780869029, 100.32342139124168, 108.29721039483401, 93.79990918160661, 86.11268083792291, 83.19906706639529, 83.64069817686628, 88.33849435456266, 93.51621599348076, 76.90349022818224, 124.53169798147701]",111.96,public/images/learning_set\blue_denim_jeans.png
P64797,Casual Black Wool T-Shirt,"[73.15250904552714, 94.61404523650343, 93.65610209807338, 114.47574494746672, 103.66765027151729, 99.51676828944191, 93.39927690603507, 79.53468589951295, 52.60414391048786, 76.39311379236457, 33.80479218755529, 47.5944288297238, 49.865787276132544, 46.699224060186864, 86.65981874556385, 79.56159953219051, 86.9155979518096, 104.90853631918903, 106.34518168144251, 102.864694855919, 96.48875376713144, 92.62221723353034, 70.2091052368672, 52.64686792098039, 57.395934191397274, 49.096672829222264, 38.61019874343653, 56.51040379409554, 64.83320906077586, 73.84313773519744]",91.14,public/images/learning_set\red_leather_jacket.png
P79786,Formal Pink Wool Shorts,"[166.0049769726461, 169.69068181102764, 162.00001916684522, 166.49506639582765, 175.86616169902072, 204.8704961162594, 157.32265103302947, 154.86498527259795, 153.21839831386478, 140.27723834044778, 130.57476468616665, 143.85741564112755, 140.4614138841558, 155.9763698528285, 143.90002063525858, 159.4285277502284, 166.72069475021036, 188.78420940130178, 171.28021036621547, 189.2404588365473, 166.456445637613, 154.7903508423278, 161.4128520711726, 140.87875661314774, 126.69558976843717, 146.84307200030543, 127.76293364992678, 141.40982750902046, 148.04709206564237, 152.11778752756143]",172.6,public/images/learning_set\floral_summer_dress.png
P67429,Casual Pink Linen T-Shirt,"[216.87110395250716, 210.84521422270393, 209.82871964517727, 209.8814051332067, 218.9040303420988, 206.06353045413337, 214.90140045428603, 191.15515745413575, 190.84142422675836, 190.5911087785114, 175.3393645635533, 184.38207907263833, 175.24915294855924, 165.64514857613295, 203.68384995391474, 185.18992421829518, 223.36250631326885, 213.61591538770912, 222.2742924166254, 215.01451491948475, 218.48176399896744, 202.05608489656186, 213.88896594243568, 198.38148824453083, 174.73442135313786, 154.4508901902517, 183.1896491898741, 201.26453409621317, 183.99245296552695, 196.97865375562176]",178.53,public/images/learning_set\blue_denim_jeans.png
P14994,Oversized Pink Linen Skirt,"[95.3446690609546, 73.27128947450504, 102.28379461425037, 107.66686285057322, 111.9136747052658, 103.3391612590066, 124.54392004534482, 85.57041464612618, 105.00180580252834, 103.6279230901226, 89.94223657285016, 83.7797078573774, 82.3069832596044, 82.05214773231957, 75.62436665265336, 85.88225275741497, 91.9227772828636, 100.57017556759682, 95.8397852229587, 113.39504128975109, 104.56512320994726, 90.13127402659983, 101.08295316090886, 75.44969200620993, 84.96666828420818, 72.68606779132098, 82.4938221433991, 74.81075306488259, 77.61408894181585, 80.53552941591124]",82.75,public/images/learning_set\floral_summer_dress.png
P50077,Modern Grey Polyester Sweater,"[136.95349300493882, 162.84238207065874, 152.70597558560868, 151.1686157052295, 165.98281395023986, 160.95964537033296, 151.83170583314114, 158.3744980902772, 137.68334017670088, 128.03953035986677, 113.7381902618061, 141.2063309451226, 137.99646265451693, 124.55883037504849, 146.663714796049, 153.00482552114352, 130.48204671304896, 155.72767787960666, 162.2673358424958, 154.1665224510765, 156.4691890508421, 146.25455274819225, 139.3065257141995, 132.70314031666982, 137.5053555446154, 121.92693150131358, 123.85531351766703, 115.34196462556682, 117.81060720627424, 168.82401982945953]",128.59,public/images/learning_set\red_leather_jacket.png
P49240,Formal Grey Silk Jeans,"[169.30674614543565, 197.55104764811392, 198.89515159171742, 197.96101193233162, 188.89241184086515, 191.00301966236938, 188.35322997396878, 166.88018785437671, 163.23990514017913, 164.8451007459238, 168.225713595611, 156.03440692134114, 165.60535348979022, 167.49972202045657, 193.9810468691092, 172.1424287718561, 181.37168781875926, 195.17748159105503, 178.34511333729975, 193.90986864129684, 199.85718205197225, 195.0017087521569, 169.33849386603958, 182.21780752877314, 163.6920141588335, 160.3201830613994, 147.90478315202827, 155.15287861472305, 172.23282711307215, 161.74716797246964]",194.58,public/images/learning_set\blue_denim_jeans.png
P47998,Modern Black Denim Shorts,"[142.32636215713293, 145.4674016504269, 158.87610993367403, 161.38848621480594, 162.12654322927438, 139.93128207097723, 164.65011319471395, 130.95366316916883, 128.38573757375616, 132.94079954055627, 122.06795918819613, 128.28901502882198, 123.14901809634343, 128.54188337856624, 148.51966355578585, 141.29340957400805, 159.8004541028483, 160.45285559498598, 152.54209356248273, 175.5605710597789, 153.71159605064867, 128.47360386606294, 131.29274002041677, 129.6062114663225, 100.6459511929558, 131.61064347074986, 124.67182877801878, 119.61769315892538, 159.60617070781524, 155.4684940471329]",155.54,public/images/learning_set\floral_summer_dress.png
P96374,Formal Pink Linen Jacket,"[57.03299792759792, 66.7107599348165, 79.78847086380374, 88.22324690212446, 94.09912129029857, 76.45586882991921, 58.816064118092264, 43.91984148783577, 51.427793407992986, 38.93908719352869, 23.448216785503455, 44.79281298072059, 51.10102029698192, 37.519837284759774, 55.444975151969714, 52.61878214904054, 72.77820930669913, 83.85637795502181, 87.12283598924422, 93.72809437171551, 75.55099981899701, 76.58334022213347, 53.79473601049305, 23.78765287061861, 31.224459803952747, 23.350585598573954, 19.01287227005218, 30.91470324158903, 24.04379652033191, 53.54226278176176]",50.09,public/images/learning_set\blue_denim_jeans.png
P70989,Formal Black Polyester Jacket,"[286.679736359931, 288.62427178775073, 310.4655096909399, 325.83308070748296, 310.1459442664707, 301.59578125248754, 304.1948862960835, 282.7115828850216, 259.5903479668389, 266.6835819871022, 251.49192723885093, 250.16575891264904, 237.34475520215017, 273.25925143504696, 255.72583659510798, 279.4157358843831, 296.0529473865834, 295.41426898082284, 297.9502536597194, 308.71747308663976, 295.17694705723744, 287.60308545140157, 254.5951543632508, 267.43760828163437, 253.13107530572023, 248.8964867148569, 228.65771916777072, 244.45948802796406, 257.6748614493239, 278.68544024970885]",248.95,public/images/learning_set\blue_denim_jeans.png
P72226,Casual White Wool T-Shirt,"[103.86538373801726, 111.29418529526289, 104.40305202385458, 104.06660772351528, 105.20601815938947, 108.15649448791314, 113.16255155787196, 96.65150443693989, 92.3238630601426, 99.44033893392914, 90.46612744042586, 84.23764647410029, 82.37162672149219, 81.38239050453467, 94.27135769654612, 113.61063576128919, 106.83523385720382, 106.59752874934135, 119.70529084026177, 104.79484706241439, 106.14491022530271, 108.54515797631439, 83.37306750747793, 91.02778392911479, 87.52851179959978, 70.84605151998942, 93.31965244587062, 85.59270246875144, 92.18150125060941, 104.70639360663614]",98.2,public/images/learning_set\blue_denim_jeans.png
P81495,Oversized Green Silk Shorts,"[417.70371086772, 448.1971164040709, 467.0858721215814, 474.8737122072728, 468.2590216694727, 448.4200762006934, 444.7569441784522, 443.92337822984325, 425.2880971844764, 411.5403326374155, 411.69394239555135, 419.1263670008784, 419.9708780079729, 435.56968023814613, 425.47418499186153, 435.49901009653763, 439.88057696461635, 457.584990773641, 468.46705895566333, 458.0091584645105, 432.2643050162167, 434.2955240750548, 421.86854424983534, 438.7474158415112, 436.7927217627226, 422.81414674689967, 400.70693051431005, 413.1271061061664, 433.04335365192384, 427.14414758518376]",436.07,public/images/learning_set\red_leather_jacket.png
P94248,Oversized Yellow Polyester Sweater,"[242.25941164748477, 243.1656485745487, 262.17642319835136, 267.2360440611179, 279.24350301281083, 278.57648615856033, 264.9446789444855, 242.91913281275106, 206.635838228588, 186.17987577667188, 202.6484244261537, 174.40600116096914, 194.9849823327183, 196.4905145380461, 219.95428053395088, 255.6763971130982, 253.6802150869802, 266.6655000500619, 282.04780490005123, 267.4305657798596, 280.34341700109445, 249.29963799239243, 232.12915597330374, 202.2512418158509, 183.30788800643109, 182.89841743656058, 184.79445858392265, 197.09709305519442, 213.5344155578675, 227.14596644289662]",231.34,public/images/learning_set\floral_summer_dress.png
P35335,Formal Blue Silk Jacket,"[116.75928013373432, 126.29442194551794, 122.53386348900636, 137.10195311202386, 141.32191801704116, 136.40700207097817, 112.2204221654911, 103.25308465738077, 98.95134274204729, 86.70381501962707, 87.07593396250134, 84.14804181001698, 86.40926201544006, 93.21567275517093, 107.51416403934064, 111.11365738395965, 144.68258089720462, 136.02341158985536, 142.13945198167377, 124.89075913637605, 115.50090443299344, 125.8353131685687, 114.75641143493462, 108.61921986658832, 73.75902935204763, 74.82018364830482, 91.95350091589567, 95.12853300612718, 85.13101471164248, 104.83657266137607]",131.56,public/images/learning_set\red_leather_jacket.png
P26531,Slim Fit Yellow Linen Summer Dress,"[180.40714304978908, 201.63964049449555, 224.79138002105788, 214.44419770978976, 217.99455234133384, 218.21382001208846, 203.33120752853415, 200.67316686293012, 184.6095633656413, 161.54239087178385, 148.33531306248892, 154.99542378257667, 169.56608962601135, 163.684847642741, 170.24085390230158, 178.0155789128493, 199.06248385465707, 222.27248314005706, 225.21144347805853, 194.5789559281633, 212.04582590445239, 201.44781658832594, 148.3819183930475, 174.1976389962602, 145.6182903647725, 147.5115706780515, 140.51956664351795, 151.03591857742472, 164.84115046745384, 186.39492619947538]",183.52,public/images/learning_set\blue_denim_jeans.png
P80809,Casual Blue Denim Skirt,"[67.16742624431379, 74.83480601139004, 94.80230608909234, 97.09257483496957, 102.45204289497715, 96.26340241984248, 79.08914859550751, 50.15256956792455, 32.163093772994415, 26.804414893498738, 17.749431958720137, 15.226058189586, 0.8836781212341478, 39.461416067935644, 49.54986969140407, 58.12991657763521, 77.80778830770318, 86.00089911613524, 87.59711917268945, 96.99129836578294, 99.63970712758959, 61.12884410433691, 60.6639829040073, 35.88659872403849, 36.248204135305045, 25.229976445223194, 16.009748777413872, 39.944470108090655, 32.25570524514057, 58.30470257534524]",51.47,public/images/learning_set\red_leather_jacket.png
P28098,Modern Grey Cotton Summer Dress,"[337.82005571532926, 348.45792433634915, 350.0551490938697, 375.54233626468334, 385.32455824771154, 362.23117831859565, 355.73032409676125, 329.00191605177037, 337.00094610427345, 306.6710092880621, 290.7771453922633, 286.2215913935131, 297.32877341225947, 300.31806487176215, 329.5346102627242, 346.2110731568507, 365.60613022837765, 369.3764524047152, 366.33396406337573, 361.6939949475858, 355.6905885354612, 362.42332754829874, 326.62096392480925, 333.47938226624996, 310.845296525064, 301.0837603316644, 301.3289619326816, 293.56972958191426, 334.5760460356645, 338.29961498108077]",368.84,public/images/learning_set\red_leather_jacket.png
P53771,Casual Green Polyester Jacket,"[118.48525216475993, 136.7914419524221, 132.12431860692965, 164.22873504734233, 148.36836088873997, 133.36763981019342, 152.0056399046793, 124.97978107262585, 102.68834003726866, 81.43808663722932, 72.17674943399162, 81.68754285208794, 90.06667549300771, 82.64938048124161, 120.64921412396929, 122.38244093504441, 134.56669463709335, 141.47527392286113, 148.29306571608328, 151.41227184943122, 136.04379063094706, 120.2490185410178, 106.4980517049738, 90.21753494557582, 66.28360090250875, 54.09391825439576, 64.23434401871756, 92.3273938500966, 87.96337652666107, 99.2558883970796]",134.28,public/images/learning_set\blue_denim_jeans.png
P22390,Modern Grey Denim Jacket,"[293.48528255539355, 310.4575731424662, 342.0607393941789, 347.81037126072505, 349.66656669359753, 330.78662174344095, 322.1412257092017, 304.0043180888818, 286.5143334762949, 296.8536158544454, 273.8763162934367, 239.4764927216985, 257.95150233416985, 275.7695563176618, 283.45427033669483, 324.7203076640078, 342.5163594034038, 349.75705363621546, 343.08418286741204, 365.73182100323726, 339.7775264497611, 317.55486956968184, 305.85770339310415, 300.7037475153278, 271.02431843675237, 281.711950280963, 249.8082388379376, 271.63392116863434, 280.02742120259296, 308.877256882674]",305.57,public/images/learning_set\floral_summer_dress.png
P52773,Casual Yellow Cotton Skirt,"[493.8750372480694, 509.3836102476591, 504.892990766485, 520.0276532004877, 504.8330691973336, 511.6352944947924, 506.2357918792384, 487.6290951428383, 471.1093489162429, 453.8679511589331, 450.82625382992245, 442.42407364462053, 435.2091417320186, 448.4354676867904, 476.49472321592714, 496.63879208269674, 506.0494203281188, 502.9879796902185, 522.253514321254, 501.69211933078196, 505.71732477584, 478.3592713977894, 488.724197993755, 481.35328116220336, 462.8464049191009, 443.24554362319475, 456.1195208635095, 433.5245142430884, 469.51376760322654, 468.33100154851314]",481.14,public/images/learning_set\floral_summer_dress.png
P28706,Slim Fit Black Silk Skirt,"[220.09779074690582, 218.83862192381412, 241.9084629806688, 237.69266059677676, 220.6284845934301, 229.51782319192344, 219.98101050442472, 230.89399723452655, 204.72108029581494, 203.61919371895522, 191.82605088791817, 200.6460912729022, 213.87319108576253, 184.77339583561917, 208.65081691880175, 231.23290684192668, 241.71877541330508, 252.63233526357277, 251.72696469864215, 240.24868770025617, 237.12498620555573, 246.5245097947033, 213.80824664231335, 207.77454754446774, 201.89622047563267, 187.48190303538897, 191.77394562076307, 190.4227250120304, 204.91902798373198, 206.71370010929655]",261.35,public/images/learning_set\blue_denim_jeans.png
P69753,Oversized Pink Linen Jeans,"[143.298261978803, 140.1838876139385, 179.8619594309533, 170.93138355249428, 156.25769705115275, 162.3254624019374, 133.4339432032602, 135.710673111363, 114.80580721633969, 108.83628306246516, 99.11664883927256, 108.0495022505149, 104.94455871082884, 149.3414122366412, 128.3225720169567, 150.03036998516833, 159.9430319048858, 158.93525464594347, 150.76204262990262, 159.275737674193, 147.0417150656095, 153.14102736447012, 127.39175882413645, 131.56561822551043, 118.34282871038751, 118.47835258936634, 100.81158781251396, 106.61713493165038, 107.92247910487401, 130.5861233671284]",135.21,public/images/learning_set\blue_denim_jeans.png
P82638,Oversized White Linen Shorts,"[293.86927219569793, 285.2664316645494, 297.4448901558876, 296.347815968007, 292.70442334926406, 295.1873389674179, 300.09662850784315, 274.43008104782353, 260.8023019039932, 264.75957836900875, 246.16695150649855, 243.1579315289586, 267.22048102171345, 241.877021817044, 291.5375411239591, 270.5810927515592, 291.47964508061045, 304.5465589701698, 309.70581589790334, 314.6291998762701, 292.98165856127827, 305.3816890791519, 273.823422704818, 263.3017669268082, 238.69344083833116, 254.76542095525502, 221.59757509591608, 244.9898360115645, 263.47223997134756, 276.9058414392093]",303.52,public/images/learning_set\floral_summer_dress.png
P45462,Casual Blue Silk Sweater,"[288.75274520202606, 295.8699399273356, 311.17059470916644, 304.71140469166664, 305.44630675358735, 306.8779049963538, 298.85771352606315, 269.6663678041449, 263.80808315488906, 234.73214806941854, 226.59104647210174, 222.05845966382827, 245.9419914293793, 258.27025502127344, 266.14496231617863, 274.0835324037611, 327.3376209298484, 320.22112599075774, 320.4399549381108, 322.0797699631431, 282.99997324582944, 280.5574106982274, 272.0883714894053, 256.9710688681865, 263.1855800566314, 231.54036801335133, 221.37669757160003, 267.3686504689393, 263.57227071311604, 285.5411301440636]",248.65,public/images/learning_set\floral_summer_dress.png
P88382,Slim Fit Pink Linen Skirt,"[263.85473705962005, 293.0937183797325, 295.9302740698228, 290.7189471851274, 298.0870145019937, 296.2945905192128, 276.13736241518086, 277.08427955705463, 250.62408371687593, 254.65493878639498, 249.53626507963182, 244.21999693661618, 240.23035931513743, 256.94518724071423, 256.9787640214031, 279.5150550057821, 270.55295524686716, 297.9037142726575, 300.28050283716027, 323.9431190420852, 291.43974691568604, 280.2511185084395, 273.91771746776175, 269.8918711565783, 238.14842906416467, 233.7413425125516, 235.10399315902458, 254.2658972681031, 258.35216346551243, 270.30682354872425]",243.66,public/images/learning_set\floral_summer_dress.png
P60374,Formal Red Polyester T-Shirt,"[124.6825368829408, 130.89009640109006, 153.76768492519972, 156.90770535508912, 150.52806787733505, 148.11082809735717, 149.3539765373955, 126.81834936098362, 120.3220369669917, 99.53550051467897, 81.89260364370823, 93.73843222184159, 84.71642948075228, 93.1845069444577, 123.52419432782372, 129.5031476981411, 137.0466651328091, 164.10287802525423, 165.5432340072988, 169.79402224457536, 140.4437373381391, 131.61584005534206, 104.02850951628662, 94.82347262539815, 91.7461091163109, 64.54169767270258, 106.42981945735417, 97.21376507481901, 95.97482731821555, 121.68453763190601]",121.75,public/images/learning_set\red_leather_jacket.png
P23873,Vintage Yellow Polyester Jacket,"[370.58724181916364, 395.50318903914, 403.1449930454263, 416.99985470512064, 416.8990200676449, 408.3542029399356, 399.51496946317764, 377.06337402319525, 368.95020336501415, 348.33198423709865, 354.8906621836828, 343.5359888482468, 334.0978926388575, 334.3033239194713, 370.3800783258725, 387.60978807505535, 394.3572769325732, 398.52740196619226, 397.0620350548753, 395.42396397889945, 385.3125703992795, 377.38390435279706, 360.93218159042283, 357.8219376469165, 341.1287836690294, 355.64655173636874, 340.88824339842574, 335.7855021052009, 355.60166657489094, 386.9140863033665]",336.39,public/images/learning_set\blue_denim_jeans.png
P33079,Vintage Green Cotton Jeans,"[112.3282564315338, 146.3879331972188, 141.78264394755527, 124.02075888867465, 148.96336396211225, 150.66881269482525, 123.5243199110599, 117.56484592533374, 89.9100335914679, 92.84114184658067, 99.12178520525524, 80.33333905810869, 89.23274388380021, 99.3807284380108, 91.3581669604827, 105.40794018387069, 127.95606146905759, 127.15148638061399, 138.96484330788866, 135.4228479312662, 133.5602680980022, 130.43917245332554, 118.07682483983363, 104.7347475078087, 88.6162642202324, 91.75842630342935, 93.31814751136291, 100.08330450966135, 99.00282369344089, 108.85308727000412]",136.43,public/images/learning_set\floral_summer_dress.png
P96329,Formal White Linen T-Shirt,"[457.75741635902347, 470.774100538372, 487.8808991179158, 495.61622206540903, 487.99478657640316, 479.17893294432946, 472.91869049233156, 477.4006191091932, 461.52980792314594, 443.400349944484, 440.6744871487899, 442.72607084446446, 417.07099618165495, 428.60453162922323, 460.982262964553, 467.29161752901155, 495.16826309789224, 489.0339793113321, 492.2836898760888, 487.2170073237727, 483.71714196184746, 475.5195302619182, 458.716368851515, 454.9854751748521, 428.3116128284658, 443.1939429436941, 438.47963147261225, 458.75752493231323, 450.38984450128703, 474.80193996285135]",464.08,public/images/learning_set\blue_denim_jeans.png
P33158,Oversized Pink Denim Jeans,"[392.0837473879626, 419.0014002602398, 452.1459630557888, 453.04927987776193, 465.65632024635386, 429.21965532634823, 427.0878847687997, 402.41115261608087, 382.4403155704785, 354.29961620872433, 349.51290857225285, 357.6425718269208, 363.86666423777, 385.23541634459184, 388.73887191187515, 438.6475614407115, 439.953687855208, 463.58182503941737, 447.5560515196428, 437.0117816197627, 423.25000125704224, 430.88963331746874, 398.0372870538421, 377.4843884071528, 368.4715167271053, 345.28983771272135, 372.2927649265587, 382.11721197895486, 383.78448613314436, 390.18530454930084]",444.43,public/images/learning_set\red_leather_jacket.png
P56872,Vintage Pink Wool Jacket,"[107.03441558231997, 146.16095713604832, 167.88956040006548, 178.42416184195034, 181.44936275193027, 156.9638595011587, 147.40600859764626, 132.1604085673058, 119.98439870523508, 89.3183855910846, 74.16113430299997, 79.9342714317701, 77.20482912034404, 99.04901170841761, 127.38654376211848, 131.77269342325954, 160.7150689171654, 160.63633894890089, 187.01201672600556, 176.42154863006445, 151.19095195354805, 121.75931745908969, 116.61562107532677, 107.61468076977137, 83.93566134578744, 72.37001472088427, 90.54378733146089, 98.2487499846863, 96.97278318942263, 132.63796127926912]",150.92,public/images/learning_set\blue_denim_jeans.png
P17292,Slim Fit Pink Cotton Jacket,"[375.49846324696716, 420.88230221743265, 402.6615842572448, 415.3617060468824, 417.1437951091848, 400.4385838175754, 403.2023374282154, 409.6416331537592, 385.61276317177675, 379.13843417150684, 375.4314453251476, 373.72335703966144, 373.86454133710333, 378.6798975103622, 401.2765810864803, 396.16154746691717, 394.55212267489946, 406.16480072684874, 403.0102867408748, 399.5173187897183, 402.6366739420623, 399.8848486042989, 376.66822508489565, 387.29532658316725, 369.5271549435045, 368.4079938303746, 372.9221582111845, 377.0539330664808, 394.937430014552, 395.3983365609986]",391.89,public/images/learning_set\floral_summer_dress.png
P73543,Slim Fit Blue Linen T-Shirt,"[308.1688627670709, 323.20316424861926, 330.3923325236142, 338.9600067668577, 329.24325223267, 327.84014462088743, 337.83495360396574, 310.9158421823125, 314.8084182796901, 263.27728961772596, 286.9802043876321, 271.1927246702598, 270.1746710970113, 295.5735379849239, 295.0164100784862, 321.34105617668683, 322.1207109498156, 341.4783665486414, 337.4198639793656, 338.64598120686253, 339.0036581877626, 311.1392808591097, 306.53276263255793, 286.8522287917138, 296.4168793993273, 287.7527280445899, 274.7782108448567, 297.47584535226264, 281.28876024961795, 303.80318431364987]",339.15,public/images/learning_set\blue_denim_jeans.png
P61747,Modern Black Linen Summer Dress,"[218.85575263918162, 270.1414552229412, 270.2237466696505, 288.7642144947225, 282.7125151486367, 279.3782390971225, 270.62910425187437, 247.3314585106851, 237.62020343118368, 242.23159334441235, 215.32649305594776, 206.26261968432135, 217.31144488352783, 248.8275827587093, 237.73065227886954, 258.0299068073481, 260.848508233285, 260.8999758419426, 277.23869170080394, 273.87276095990944, 274.4328272429963, 241.39923567447588, 235.430869432398, 246.00023296446375, 219.93460008228598, 210.6465787099196, 205.57903795921848, 224.6399489312021, 247.84758905620046, 238.6006607065146]",271.65,public/images/learning_set\blue_denim_jeans.png
P45129,Formal White Linen Skirt,"[71.07215371027516, 91.89247719521818, 105.67242824654704, 149.5835481023522, 141.37056843128946, 117.45734300725718, 110.19205055772618, 79.76680691573956, 63.59923212599273, 50.03964171608305, 37.80664574822488, 43.92872925460104, 41.009874456872055, 63.185034465552775, 66.93677398172085, 73.10144268280322, 105.11940002316385, 115.28596764143798, 137.17962819950372, 99.5537116042284, 103.783634461107, 104.77162807395601, 72.08415578626568, 60.18338021003351, 34.43081342984066, 25.933680583663723, 21.21905623361081, 49.76413995210808, 53.09900932879703, 84.15550425718419]",79.11,public/images/learning_set\floral_summer_dress.png
P20817,Formal Yellow Polyester Summer Dress,"[457.6553137212461, 473.4407184513584, 477.5373547140773, 467.2837949245704, 469.8415680592989, 466.3228818453334, 456.47786931877573, 447.2698002505357, 456.5938783945048, 443.57613839909567, 448.50052476641935, 439.57887535052294, 451.5582590053588, 446.5901621296483, 467.20045451441337, 468.0208424582789, 456.9708696621436, 493.6802413236527, 472.34561733192896, 464.5553042915335, 458.53797005783065, 461.80220161892106, 461.00699648653523, 440.08968793641145, 455.8292978519934, 439.7763374789026, 437.7622044406347, 461.749606206266, 430.8059958525797, 459.0357546092803]",457.71,public/images/learning_set\red_leather_jacket.png
P76464,Casual Grey Cotton Sweater,"[86.36103470474656, 104.92419765333479, 121.8086998541835, 125.7241751034138, 120.08979264571016, 119.64161440141508, 104.69967717339756, 66.921930819891, 70.73487778875851, 67.13500192917078, 35.84376687876714, 7.644979445778873, 34.73402302670392, 54.250516529892195, 85.45262998735274, 99.10620302233256, 118.29761650041156, 117.77912190241979, 131.3251542047984, 126.08933777689312, 106.34147567353062, 108.60597147584225, 79.53742749499871, 65.81479720946774, 49.375179621533945, 31.423915031524707, 15.572784787447748, 44.77313291817346, 54.45112550965126, 88.50331562987219]",73.29,public/images/learning_set\blue_denim_jeans.png
P93933,Vintage Black Silk Summer Dress,"[83.70195938338824, 97.0812181245815, 118.48047292065245, 125.66940830917117, 134.31795264858246, 133.5134578610361, 106.93850797067782, 111.73503878777645, 81.82528945490569, 53.634350455826436, 42.43180573382126, 38.47977321805111, 60.73225069199167, 61.995872085576515, 69.46268088574068, 102.70321037019777, 116.30427441687058, 120.28918426070338, 134.4414484292446, 121.32990199833266, 96.61407156716483, 112.3068833049529, 76.82794453900162, 63.906717400596385, 58.900972143163, 55.900162837904276, 52.141109102972464, 59.46185949481437, 51.21101889595688, 87.05215076560476]",78.88,public/images/learning_set\red_leather_jacket.png
P24990,Casual Green Wool T-Shirt,"[75.26068834975412, 81.39753693819098, 100.47822752913977, 94.98151852315854, 104.35168634237485, 83.21891087635987, 85.40607342144726, 86.70502813039127, 83.26562457944975, 48.64493716563459, 64.62955581042985, 60.45822231608117, 62.23933782198113, 65.52565653572897, 66.16045617615396, 63.79902453905339, 94.6977672722013, 114.73621910176394, 100.68480095637352, 90.35999930989492, 78.52340873892436, 68.8384516679684, 76.76086481348582, 74.93675389120621, 56.1122973171027, 52.31453561915453, 54.19893221090969, 54.17253956976714, 59.47615825550189, 78.25714766193605]",91.22,public/images/learning_set\floral_summer_dress.png
P62539,Modern Yellow Linen Skirt,"[58.15132014196046, 62.700272850536315, 75.19303898545145, 85.98075985583036, 68.80914722510363, 72.44839372267057, 67.12813031419415, 45.84769147880216, 32.432783878902335, 36.74901509953013, 45.35734034466735, 35.99225684393965, 38.32921240775902, 52.988636551218086, 36.11147330440446, 47.29636503322322, 62.11421537500114, 68.61821840324869, 74.76169106404065, 70.41668220125958, 68.82257947167811, 52.73701507109296, 62.735984612911615, 43.45442969536238, 36.56920516285644, 43.40129562523137, 41.420085830355944, 39.618758800724855, 48.00079062705329, 79.70798074626403]",60.64,public/images/learning_set\floral_summer_dress.png
P65774,Oversized Blue Linen Jacket,"[64.09114485490707, 83.86092431477712, 91.15463274399852, 80.38313825283727, 73.77423175564087, 64.89272623690307, 74.39841067359716, 73.64528028894637, 56.68082005872751, 53.31003320233324, 40.10512495370495, 52.377102583611254, 36.46640263229207, 35.05071961028384, 56.736839818839975, 65.12291908522147, 83.41667716585924, 88.28196956041937, 92.27497018958515, 75.5409457457754, 92.3630302919194, 90.30428072504401, 60.69643403029977, 50.23632182813058, 42.6264797147574, 36.51659830351236, 48.16577970759674, 55.97735692390995, 45.47025930783905, 76.50946508464483]",71.15,public/images/learning_set\floral_summer_dress.png
